R:A::C:P,0 5,1 3,2 4 6
0 5,0.38095238095238093,0.16666666666666666,0.16666666666666666
1 3,0.42857142857142855,0.625,0.4444444444444444
2 4 6,0.19047619047619047,0.20833333333333334,0.3888888888888889
