R:A::C:P,0,1 3 5,2,4,6
0,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.11666666666666667,0.08333333333333333
1 3 5,0.25365853658536586,0.32682926829268294,0.14146341463414633,0.13170731707317074,0.14634146341463414
2,0.12345679012345678,0.38271604938271603,0.16049382716049382,0.13580246913580246,0.19753086419753085
4,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.5,0.14285714285714285
6,0.0625,0.375,0.1875,0.3125,0.0625
