R:A::C:P,0 6,1,2,3,4 5
0 6,0.3114754098360656,0.16393442622950818,0.09836065573770492,0.1092896174863388,0.31693989071038253
1,0.3392857142857143,0.25,0.125,0.11071428571428571,0.175
2,0.20930232558139536,0.18023255813953487,0.1744186046511628,0.13953488372093023,0.29651162790697677
3,0.2,0.16,0.18,0.18,0.28
4 5,0.28125,0.08333333333333333,0.14583333333333334,0.11458333333333333,0.375
