R:A::C:P,0 6,1,2 3,4 5
0 6,0.41904761904761906,0.1523809523809524,0.21904761904761905,0.20952380952380953
1,0.34513274336283184,0.1902654867256637,0.2610619469026549,0.20353982300884957
2 3,0.2413793103448276,0.15862068965517243,0.4068965517241379,0.19310344827586207
4 5,0.36,0.08,0.3,0.26
