R:A::C:P,0 5,1 4,2 3 6
0 5,0.12698412698412698,0.0873015873015873,0.023809523809523808
1 4,0.15079365079365079,0.21428571428571427,0.1349206349206349
2 3 6,0.05555555555555555,0.05555555555555555,0.15079365079365079
