R:A::C:P,0,1,2,3,4 5 6
0,0.3939393939393939,0.21212121212121213,0.045454545454545456,0.0,0.2608695652173913
1,0.42424242424242425,0.6666666666666666,0.4090909090909091,0.4,0.34782608695652173
2,0.12121212121212122,0.12121212121212122,0.4090909090909091,0.3333333333333333,0.21739130434782608
3,0.0,0.0,0.045454545454545456,0.13333333333333333,0.08695652173913043
4 5 6,0.06060606060606061,0.0,0.09090909090909091,0.13333333333333333,0.08695652173913043
