R:A::C:P,0 5,1 3,2,4,6
0 5,0.4148936170212766,0.2872340425531915,0.1276595744680851,0.11702127659574468,0.05319148936170213
1 3,0.36923076923076925,0.2692307692307692,0.18846153846153846,0.11153846153846154,0.06153846153846154
2,0.23423423423423423,0.36936936936936937,0.21621621621621623,0.09009009009009009,0.09009009009009009
4,0.4166666666666667,0.125,0.20833333333333334,0.0,0.25
6,0.2702702702702703,0.1891891891891892,0.10810810810810811,0.21621621621621623,0.21621621621621623
