R:A::C:P,0,1 4 5,2,3 6
0,0.3230769230769231,0.14666666666666667,0.09090909090909091,0.09523809523809523
1 4 5,0.5538461538461539,0.52,0.6136363636363636,0.49206349206349204
2,0.1076923076923077,0.25333333333333335,0.22727272727272727,0.2857142857142857
3 6,0.015384615384615385,0.08,0.06818181818181818,0.12698412698412698
