R:A::C:P,0 1,2,3 4 5,6
0 1,0.30319148936170215,0.06648936170212766,0.15159574468085107,0.0797872340425532
2,0.07180851063829788,0.034574468085106384,0.06648936170212766,0.0425531914893617
3 4 5,0.02127659574468085,0.026595744680851064,0.07446808510638298,0.018617021276595744
6,0.007978723404255319,0.007978723404255319,0.023936170212765957,0.0026595744680851063
