R:A::C:P,0 1,2,3 4 5,6
0 1,0.504424778761062,0.11061946902654868,0.252212389380531,0.13274336283185842
2,0.3333333333333333,0.16049382716049382,0.30864197530864196,0.19753086419753085
3 4 5,0.1509433962264151,0.18867924528301888,0.5283018867924528,0.1320754716981132
6,0.1875,0.1875,0.5625,0.0625
