R:A::C:P,antag,fool,protag
antag,0.41379310344827586,0.06896551724137931,0.5172413793103449
fool,0.21739130434782608,0.6521739130434783,0.13043478260869565
protag,0.3142857142857143,0.08571428571428572,0.6
