R:A::C:P,0,1 6,2,3,4 5
0,0.4117647058823529,0.20588235294117646,0.14705882352941177,0.08823529411764706,0.14705882352941177
1 6,0.27756653992395436,0.2509505703422053,0.16730038022813687,0.08365019011406843,0.22053231939163498
2,0.15315315315315314,0.2702702702702703,0.21621621621621623,0.1891891891891892,0.17117117117117117
3,0.08823529411764706,0.23529411764705882,0.2647058823529412,0.14705882352941177,0.2647058823529412
4 5,0.18,0.26,0.14,0.16,0.26
