R:A::C:P,0,1 2,3 4 6,5
0,0.022988505747126436,0.01867816091954023,0.007902298850574713,0.0035919540229885057
1 2,0.09410919540229885,0.16594827586206898,0.16882183908045978,0.042385057471264365
3 4 6,0.05316091954022988,0.08836206896551724,0.19827586206896552,0.0668103448275862
5,0.01221264367816092,0.015804597701149427,0.031609195402298854,0.009339080459770116
