R:A::C:P,0,1,2,3,4 6,5
0,28,12,10,6,7,5
1,67,43,40,19,38,19
2,17,20,24,21,20,9
3,3,3,9,5,7,7
4 6,9,6,9,4,22,11
5,6,2,2,7,9,0
