R:A::C:P,0 2 4,1,3 5,6
0 2 4,0.471563981042654,0.17535545023696683,0.24407582938388625,0.10900473933649289
1,0.47506561679790027,0.2650918635170604,0.15485564304461943,0.10498687664041995
3 5,0.4444444444444444,0.11616161616161616,0.3181818181818182,0.12121212121212122
6,0.36828644501278773,0.09207161125319693,0.3145780051150895,0.22506393861892582
