R:A::C:P,0 1 2,3 6,4 5
0 1 2,0.6258992805755396,0.19424460431654678,0.17985611510791366
3 6,0.4444444444444444,0.3333333333333333,0.2222222222222222
4 5,0.36363636363636365,0.36363636363636365,0.2727272727272727
