R:A::C:P,comedy,history,tragedy
comedy,0.2786259541984733,0.06870229007633588,0.09541984732824428
history,0.022900763358778626,0.1946564885496183,0.04198473282442748
tragedy,0.07633587786259542,0.07251908396946564,0.14885496183206107
