R:A::C:P,comedy,history,tragedy
comedy,0.7373737373737373,0.20454545454545456,0.3333333333333333
history,0.06060606060606061,0.5795454545454546,0.14666666666666667
tragedy,0.20202020202020202,0.2159090909090909,0.52
