R:A::C:P,0,1,2 3,4,5,6
0,17,5,4,7,2,0
1,18,18,23,6,5,0
2 3,4,5,23,3,4,2
4,1,0,3,3,0,0
5,1,0,2,0,0,1
6,1,0,1,0,0,0
