R:A::C:P,0 6,1,2 3 4,5
0 6,0.3114754098360656,0.16393442622950818,0.40437158469945356,0.12021857923497267
1,0.3392857142857143,0.25,0.31785714285714284,0.09285714285714286
2 3 4,0.21455938697318008,0.1532567049808429,0.47126436781609193,0.16091954022988506
5,0.2982456140350877,0.12280701754385964,0.3684210526315789,0.21052631578947367
