R:A::C:P,0,1,2,3,4,5,6,7,p
0,26,13,4,2,6,3,2,2,2
1,35,47,32,10,14,6,7,1,14
2,8,19,20,5,7,10,5,2,5
3,1,2,6,4,3,4,1,0,1
4,1,0,2,0,4,2,2,0,3
5,1,1,1,1,1,5,6,0,1
6,1,1,0,1,2,2,7,0,2
7,2,1,0,0,0,0,0,1,1
p,3,2,0,0,0,1,2,0,4
