R:A::C:P,0 1,2 3,4,5,6
0 1,0.75,0.5113636363636364,0.49122807017543857,0.36,0.5555555555555556
2 3,0.19078947368421054,0.3409090909090909,0.2807017543859649,0.4,0.3333333333333333
4,0.013157894736842105,0.03409090909090909,0.12280701754385964,0.0,0.037037037037037035
5,0.02631578947368421,0.06818181818181818,0.017543859649122806,0.12,0.05555555555555555
6,0.019736842105263157,0.045454545454545456,0.08771929824561403,0.12,0.018518518518518517
