R:A::C:P,0,1 5,2,3,4 6
0,0.1069182389937107,0.0440251572327044,0.012578616352201259,0.012578616352201259,0.0440251572327044
1 5,0.11949685534591195,0.14465408805031446,0.07547169811320754,0.08176100628930817,0.0440251572327044
2,0.025157232704402517,0.050314465408805034,0.050314465408805034,0.06918238993710692,0.018867924528301886
3,0.0,0.006289308176100629,0.012578616352201259,0.012578616352201259,0.012578616352201259
4 6,0.012578616352201259,0.0,0.006289308176100629,0.018867924528301886,0.018867924528301886
