R:A::C:P,0 1 3,2 5,4,6
0 1 3,0.7032967032967034,0.18681318681318682,0.0989010989010989,0.01098901098901099
2 5,0.5,0.43333333333333335,0.06666666666666667,0.0
4,0.25,0.25,0.25,0.25
6,1.0,0.0,0.0,0.0
