R:A::C:P,0 4,1 3,2 5 6
0 4,0.13963963963963963,0.0970873786407767,0.08395522388059702
1 3,0.3918918918918919,0.3907766990291262,0.27611940298507465
2 5 6,0.46846846846846846,0.5121359223300971,0.6399253731343284
