R:A::C:P,antag,fool,other,protag
antag,0.030534351145038167,0.015267175572519083,0.022900763358778626,0.019083969465648856
fool,0.007633587786259542,0.03816793893129771,0.015267175572519083,0.007633587786259542
other,0.1717557251908397,0.08778625954198473,0.2900763358778626,0.16030534351145037
protag,0.026717557251908396,0.015267175572519083,0.030534351145038167,0.061068702290076333
