R:A::C:P,antag,fool,other,protag
antag,0.34782608695652173,0.17391304347826086,0.2608695652173913,0.21739130434782608
fool,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.1111111111111111
other,0.24193548387096775,0.12365591397849462,0.40860215053763443,0.22580645161290322
protag,0.2,0.11428571428571428,0.22857142857142856,0.45714285714285713
