R:A::C:P,0 1 6,2 3 5,4
0 1 6,0.8235294117647058,0.5,0.6666666666666666
2 3 5,0.14705882352941177,0.4782608695652174,0.25
4,0.029411764705882353,0.021739130434782608,0.08333333333333333
