                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0123-4-5-6   53.39%     30.18%     28.45%     7.38%   
                    0-1234-5-6   47.89%     31.88%     29.73%     7.00%   
                    012-3-4-56   45.97%     30.63%     28.70%     7.95%   
                    012-3-45-6   45.20%     31.60%     29.21%     8.79%   
                    012-34-5-6   44.30%     30.29%     28.45%     7.69%   
                    0-123-4-56   42.13%     32.45%     29.71%     8.88%   
                    0-123-45-6   41.36%     33.42%     30.22%     9.71%   
                    01-234-5-6   40.72%     32.66%     31.92%     10.89%  
                    0-1-2345-6   39.44%     33.56%     31.59%     11.34%  
                    01-2-3-456   39.44%     33.12%     31.79%     11.46%  
                    0-12-3-456   38.54%     34.06%     30.62%     10.55%  
                    01-23-4-56   38.03%     32.14%     31.24%     10.27%  
                    01-23-45-6   37.26%     33.10%     31.75%     11.10%  
                    01-2-345-6   36.24%     31.97%     30.51%     10.14%  
                    0-1-2-3456   35.98%     33.92%     31.29%     11.46%  
                    0-12-345-6   35.34%     32.91%     29.34%     9.24%   
                    01-2-34-56   35.08%     31.20%     30.19%     9.34%   
                    0-1-23-456   34.31%     34.73%     32.45%     12.04%  
                    0-1-234-56   34.31%     33.69%     31.79%     10.80%  
                    0-12-34-56   34.19%     32.15%     29.02%     8.44%   


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-1-23-456   34.31%     34.73%     32.45%     12.04%  
                    0-12-3-456   38.54%     34.06%     30.62%     10.55%  
                    0-1-2-3456   35.98%     33.92%     31.29%     11.46%  
                    0-1-234-56   34.31%     33.69%     31.79%     10.80%  
                    0-1-2345-6   39.44%     33.56%     31.59%     11.34%  
                    0-123-45-6   41.36%     33.42%     30.22%     9.71%   
                    01-2-3-456   39.44%     33.12%     31.79%     11.46%  
                    01-23-45-6   37.26%     33.10%     31.75%     11.10%  
                    0-12-345-6   35.34%     32.91%     29.34%     9.24%   
                    01-234-5-6   40.72%     32.66%     31.92%     10.89%  
                    0-123-4-56   42.13%     32.45%     29.71%     8.88%   
                    0-12-34-56   34.19%     32.15%     29.02%     8.44%   
                    01-23-4-56   38.03%     32.14%     31.24%     10.27%  
                    01-2-345-6   36.24%     31.97%     30.51%     10.14%  
                    0-1234-5-6   47.89%     31.88%     29.73%     7.00%   
                    012-3-45-6   45.20%     31.60%     29.21%     8.79%   
                    01-2-34-56   35.08%     31.20%     30.19%     9.34%   
                    012-3-4-56   45.97%     30.63%     28.70%     7.95%   
                    012-34-5-6   44.30%     30.29%     28.45%     7.69%   
                    0123-4-5-6   53.39%     30.18%     28.45%     7.38%   


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-1-23-456   34.31%     34.73%     32.45%     12.04%  
                    01-234-5-6   40.72%     32.66%     31.92%     10.89%  
                    0-1-234-56   34.31%     33.69%     31.79%     10.80%  
                    01-2-3-456   39.44%     33.12%     31.79%     11.46%  
                    01-23-45-6   37.26%     33.10%     31.75%     11.10%  
                    0-1-2345-6   39.44%     33.56%     31.59%     11.34%  
                    0-1-2-3456   35.98%     33.92%     31.29%     11.46%  
                    01-23-4-56   38.03%     32.14%     31.24%     10.27%  
                    0-12-3-456   38.54%     34.06%     30.62%     10.55%  
                    01-2-345-6   36.24%     31.97%     30.51%     10.14%  
                    0-123-45-6   41.36%     33.42%     30.22%     9.71%   
                    01-2-34-56   35.08%     31.20%     30.19%     9.34%   
                    0-1234-5-6   47.89%     31.88%     29.73%     7.00%   
                    0-123-4-56   42.13%     32.45%     29.71%     8.88%   
                    0-12-345-6   35.34%     32.91%     29.34%     9.24%   
                    012-3-45-6   45.20%     31.60%     29.21%     8.79%   
                    0-12-34-56   34.19%     32.15%     29.02%     8.44%   
                    012-3-4-56   45.97%     30.63%     28.70%     7.95%   
                    0123-4-5-6   53.39%     30.18%     28.45%     7.38%   
                    012-34-5-6   44.30%     30.29%     28.45%     7.69%   


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-1-23-456   34.31%     34.73%     32.45%     12.04%  
                    0-1-2-3456   35.98%     33.92%     31.29%     11.46%  
                    01-2-3-456   39.44%     33.12%     31.79%     11.46%  
                    0-1-2345-6   39.44%     33.56%     31.59%     11.34%  
                    01-23-45-6   37.26%     33.10%     31.75%     11.10%  
                    01-234-5-6   40.72%     32.66%     31.92%     10.89%  
                    0-1-234-56   34.31%     33.69%     31.79%     10.80%  
                    0-12-3-456   38.54%     34.06%     30.62%     10.55%  
                    01-23-4-56   38.03%     32.14%     31.24%     10.27%  
                    01-2-345-6   36.24%     31.97%     30.51%     10.14%  
                    0-123-45-6   41.36%     33.42%     30.22%     9.71%   
                    01-2-34-56   35.08%     31.20%     30.19%     9.34%   
                    0-12-345-6   35.34%     32.91%     29.34%     9.24%   
                    0-123-4-56   42.13%     32.45%     29.71%     8.88%   
                    012-3-45-6   45.20%     31.60%     29.21%     8.79%   
                    0-12-34-56   34.19%     32.15%     29.02%     8.44%   
                    012-3-4-56   45.97%     30.63%     28.70%     7.95%   
                    012-34-5-6   44.30%     30.29%     28.45%     7.69%   
                    0123-4-5-6   53.39%     30.18%     28.45%     7.38%   
                    0-1234-5-6   47.89%     31.88%     29.73%     7.00%   
