R:A::C:P,0 4,1,2 3,5 6
0 4,0.45901639344262296,0.17857142857142858,0.125,0.14285714285714285
1,0.39344262295081966,0.6428571428571429,0.4107142857142857,0.35714285714285715
2 3,0.11475409836065574,0.17857142857142858,0.4107142857142857,0.42857142857142855
5 6,0.03278688524590164,0.0,0.05357142857142857,0.07142857142857142
