R:A::C:P,0 2 3 5,1,4 6
0 2 3 5,0.5048543689320388,0.4406779661016949,0.45045045045045046
1,0.4320388349514563,0.5254237288135594,0.4144144144144144
4 6,0.06310679611650485,0.03389830508474576,0.13513513513513514
