R:A::C:P,0 3,1,2,4 5,6
0 3,0.4117647058823529,0.14705882352941177,0.18627450980392157,0.18627450980392157,0.06862745098039216
1,0.3805309734513274,0.1902654867256637,0.17699115044247787,0.20353982300884957,0.048672566371681415
2,0.34234234234234234,0.18018018018018017,0.21621621621621623,0.17117117117117117,0.09009009009009009
4 5,0.34,0.08,0.14,0.26,0.18
6,0.24324324324324326,0.10810810810810811,0.10810810810810811,0.32432432432432434,0.21621621621621623
