R:A::C:P,0 2 4,1,3,5 6
0 2 4,0.32516339869281047,0.3162393162393162,0.3089887640449438,0.2554347826086957
1,0.2957516339869281,0.43162393162393164,0.19101123595505617,0.1766304347826087
3,0.07679738562091504,0.04700854700854701,0.08426966292134831,0.07880434782608696
5 6,0.3022875816993464,0.20512820512820512,0.4157303370786517,0.4891304347826087
