R:A::C:P,0 6,1 2 4,3,5
0 6,0.07298335467349552,0.10755441741357234,0.02560819462227913,0.028169014084507043
1 2 4,0.18053777208706787,0.29577464788732394,0.07554417413572344,0.07682458386683738
3,0.012804097311139564,0.029449423815621,0.011523687580025609,0.010243277848911651
5,0.02176696542893726,0.026888604353393086,0.008962868117797696,0.015364916773367477
