R:A::C:P,0 1,2 4 5,3 6
0 1,0.5362637362637362,0.29010989010989013,0.17362637362637362
2 4 5,0.29504504504504503,0.42117117117117114,0.28378378378378377
3 6,0.22920892494929007,0.4239350912778905,0.34685598377281945
