R:A::C:P,0 1,2 4 5,3 6
0 1,0.5,0.25,0.21010638297872342
2 4 5,0.26844262295081966,0.3541666666666667,0.3351063829787234
3 6,0.23155737704918034,0.3958333333333333,0.45478723404255317
