R:A::C:P,0,1 2 4 5,3,6
0,0.16911764705882354,0.08676789587852494,0.05263157894736842,0.056179775280898875
1 2 4 5,0.7132352941176471,0.702819956616052,0.6947368421052632,0.6853932584269663
3,0.029411764705882353,0.06724511930585683,0.09473684210526316,0.06741573033707865
6,0.08823529411764706,0.14316702819956617,0.15789473684210525,0.19101123595505617
