R:A::C:P,0,1 2 4 5,3,6
0,0.3150684931506849,0.547945205479452,0.0684931506849315,0.0684931506849315
1 2 4 5,0.177007299270073,0.5912408759124088,0.12043795620437957,0.11131386861313869
3,0.08,0.62,0.18,0.12
6,0.10909090909090909,0.6,0.13636363636363635,0.15454545454545454
