R:A::C:P,0,1 2 4 5,3,6
0,0.029449423815621,0.05121638924455826,0.006402048655569782,0.006402048655569782
1 2 4 5,0.12419974391805377,0.4148527528809219,0.08450704225352113,0.07810499359795134
3,0.005121638924455826,0.03969270166453265,0.011523687580025609,0.0076824583866837385
6,0.015364916773367477,0.08450704225352113,0.019206145966709345,0.02176696542893726
