R:A::C:P,0,1 2 3,4 5 6
0,0.029449423815621,0.030729833546734954,0.03329065300896287
1 2 3,0.11139564660691421,0.31626120358514725,0.21510883482714468
4 5 6,0.03329065300896287,0.09859154929577464,0.13188220230473752
