R:A::C:P,0 1,2 3,4,5,6
0 1,0.6944444444444444,0.4807692307692308,0.5517241379310345,0.47058823529411764,0.28888888888888886
2 3,0.19907407407407407,0.3782051282051282,0.20689655172413793,0.3137254901960784,0.3333333333333333
4,0.023148148148148147,0.038461538461538464,0.0,0.13725490196078433,0.13333333333333333
5,0.037037037037037035,0.057692307692307696,0.10344827586206896,0.0,0.06666666666666667
6,0.046296296296296294,0.04487179487179487,0.13793103448275862,0.0784313725490196,0.17777777777777778
