R:A::C:P,0 5,1 2,3,4,6
0 5,0.21428571428571427,0.1225296442687747,0.12631578947368421,0.19811320754716982,0.16853932584269662
1 2,0.5672268907563025,0.6561264822134387,0.5789473684210527,0.4528301886792453,0.5393258426966292
3,0.05042016806722689,0.06719367588932806,0.09473684210526316,0.05660377358490566,0.06741573033707865
4,0.06302521008403361,0.039525691699604744,0.042105263157894736,0.0660377358490566,0.033707865168539325
6,0.10504201680672269,0.11462450592885376,0.15789473684210525,0.22641509433962265,0.19101123595505617
