R:A::C:P,0 3 5,1 2 4,6
0 3 5,0.5234375,0.3984375,0.078125
1 2 4,0.4515235457063712,0.47368421052631576,0.07479224376731301
6,0.35135135135135137,0.43243243243243246,0.21621621621621623
