R:A::C:P,0 1,2 3 5,4,6
0 1,0.36477987421383645,0.2138364779874214,0.08176100628930817,0.0
2 3 5,0.06289308176100629,0.18238993710691823,0.018867924528301886,0.018867924528301886
4,0.006289308176100629,0.018867924528301886,0.018867924528301886,0.0
6,0.006289308176100629,0.006289308176100629,0.0,0.0
