R:A::C:P,0 5,1 3 4,2,6
0 5,0.06530089628681178,0.0678617157490397,0.014084507042253521,0.019206145966709345
1 3 4,0.1446862996158771,0.20358514724711907,0.0678617157490397,0.056338028169014086
2,0.06274007682458387,0.10243277848911651,0.03841229193341869,0.016645326504481434
6,0.03201024327784891,0.07170294494238157,0.015364916773367477,0.02176696542893726
