R:A::C:P,0 1,2 3,4 5,6
0 1,0.28517110266159695,0.14258555133079848,0.10646387832699619,0.024714828897338403
2 3,0.0817490494296578,0.11216730038022814,0.053231939163498096,0.028517110266159697
4 5,0.024714828897338403,0.028517110266159697,0.024714828897338403,0.017110266159695818
6,0.019011406844106463,0.013307984790874524,0.022813688212927757,0.015209125475285171
