R:A::C:P,0 1,2 6,3 5,4
0 1,0.30319148936170215,0.14627659574468085,0.07712765957446809,0.07446808510638298
2 6,0.0797872340425532,0.08776595744680851,0.047872340425531915,0.0425531914893617
3 5,0.015957446808510637,0.034574468085106384,0.03723404255319149,0.015957446808510637
4,0.005319148936170213,0.010638297872340425,0.0026595744680851063,0.018617021276595744
