R:A::C:P,0 1,2,3 4 5,6
0 1,0.5865724381625441,0.3867924528301887,0.34983498349834985,0.449438202247191
2,0.19081272084805653,0.2830188679245283,0.24752475247524752,0.14606741573033707
3 4 5,0.12014134275618374,0.2169811320754717,0.23102310231023102,0.21348314606741572
6,0.10247349823321555,0.11320754716981132,0.1716171617161716,0.19101123595505617
