R:A::C:P,0 1,2,3 4 5,6
0 1,0.21254801536491677,0.052496798975672214,0.1357234314980794,0.05121638924455826
2,0.06914212548015365,0.03841229193341869,0.09603072983354674,0.016645326504481434
3 4 5,0.04353393085787452,0.029449423815621,0.08962868117797695,0.024327784891165175
6,0.03713188220230474,0.015364916773367477,0.06658130601792574,0.02176696542893726
