R:A::C:P,0 1,2,3 4 5,6
0 1,0.4702549575070821,0.11614730878186968,0.3002832861189802,0.11331444759206799
2,0.313953488372093,0.1744186046511628,0.436046511627907,0.0755813953488372
3 4 5,0.2328767123287671,0.15753424657534246,0.4794520547945205,0.13013698630136986
6,0.2636363636363636,0.10909090909090909,0.4727272727272727,0.15454545454545454
