R:A::C:P,0 1,2,3,4,5 6
0 1,0.504424778761062,0.11061946902654868,0.08849557522123894,0.12389380530973451,0.17256637168141592
2,0.3333333333333333,0.16049382716049382,0.09876543209876543,0.13580246913580246,0.2716049382716049
3,0.09090909090909091,0.2727272727272727,0.13636363636363635,0.22727272727272727,0.2727272727272727
4,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.5,0.14285714285714285
5 6,0.21212121212121213,0.15151515151515152,0.15151515151515152,0.18181818181818182,0.30303030303030304
