R:A::C:P,0 1,2,3,4,5 6
0 1,0.75,0.49019607843137253,0.5405405405405406,0.49122807017543857,0.4936708860759494
2,0.17763157894736842,0.2549019607843137,0.21621621621621623,0.19298245614035087,0.27848101265822783
3,0.013157894736842105,0.11764705882352941,0.08108108108108109,0.08771929824561403,0.0759493670886076
4,0.013157894736842105,0.0392156862745098,0.02702702702702703,0.12280701754385964,0.02531645569620253
5 6,0.046052631578947366,0.09803921568627451,0.13513513513513514,0.10526315789473684,0.12658227848101267
