R:A::C:P,0,1,2,3,4,5,6,p
0,0.3058823529411765,0.16,0.06818181818181818,0.08571428571428572,0.14285714285714285,0.2,0.09090909090909091,0.06666666666666667
1,0.4470588235294118,0.46,0.38636363636363635,0.42857142857142855,0.3469387755102041,0.16,0.43636363636363634,0.6222222222222222
2,0.09411764705882353,0.32,0.2727272727272727,0.2,0.1836734693877551,0.24,0.2909090909090909,0.15555555555555556
3,0.011764705882352941,0.02,0.11363636363636363,0.08571428571428572,0.04081632653061224,0.16,0.03636363636363636,0.08888888888888889
4,0.011764705882352941,0.0,0.022727272727272728,0.02857142857142857,0.12244897959183673,0.0,0.03636363636363636,0.06666666666666667
5,0.047058823529411764,0.0,0.045454545454545456,0.11428571428571428,0.02040816326530612,0.12,0.05454545454545454,0.0
6,0.011764705882352941,0.04,0.06818181818181818,0.02857142857142857,0.10204081632653061,0.12,0.01818181818181818,0.0
p,0.07058823529411765,0.0,0.022727272727272728,0.02857142857142857,0.04081632653061224,0.0,0.03636363636363636,0.0
