R:A::C:P,0,1,2,3,4,5,6,p
0,26,8,3,3,7,5,5,3
1,38,23,17,15,17,4,24,28
2,8,16,12,7,9,6,16,7
3,1,1,5,3,2,4,2,4
4,1,0,1,1,6,0,2,3
5,4,0,2,4,1,3,3,0
6,1,2,3,1,5,3,1,0
p,6,0,1,1,2,0,2,0
