R:A::C:P,0,1,2,3,4,5,6,p
0,0.06701030927835051,0.020618556701030927,0.007731958762886598,0.007731958762886598,0.01804123711340206,0.01288659793814433,0.01288659793814433,0.007731958762886598
1,0.0979381443298969,0.059278350515463915,0.04381443298969072,0.03865979381443299,0.04381443298969072,0.010309278350515464,0.061855670103092786,0.07216494845360824
2,0.020618556701030927,0.041237113402061855,0.030927835051546393,0.01804123711340206,0.023195876288659795,0.015463917525773196,0.041237113402061855,0.01804123711340206
3,0.002577319587628866,0.002577319587628866,0.01288659793814433,0.007731958762886598,0.005154639175257732,0.010309278350515464,0.005154639175257732,0.010309278350515464
4,0.002577319587628866,0.0,0.002577319587628866,0.002577319587628866,0.015463917525773196,0.0,0.005154639175257732,0.007731958762886598
5,0.010309278350515464,0.0,0.005154639175257732,0.010309278350515464,0.002577319587628866,0.007731958762886598,0.007731958762886598,0.0
6,0.002577319587628866,0.005154639175257732,0.007731958762886598,0.002577319587628866,0.01288659793814433,0.007731958762886598,0.002577319587628866,0.0
p,0.015463917525773196,0.0,0.002577319587628866,0.002577319587628866,0.005154639175257732,0.0,0.005154639175257732,0.0
