                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0123-4-5-6   77.78%     26.80%     25.07%     2.16%   
                    012-34-5-6   69.05%     29.47%     26.20%     8.32%   
                    012-3-4-56   68.25%     34.61%     28.77%     11.19%  
                    012-3-45-6   68.25%     31.93%     27.43%     9.54%   
                    0-1234-5-6   63.49%     29.67%     29.76%     10.15%  
                    01-234-5-6   61.90%     31.56%     31.36%     15.19%  
                    01-23-4-56   58.73%     35.81%     33.86%     17.94%  
                    01-23-45-6   58.73%     33.13%     32.53%     16.29%  
                    0-123-4-56   57.14%     34.22%     31.97%     14.14%  
                    0-123-45-6   57.14%     31.54%     30.63%     12.49%  
                    01-2-345-6   55.56%     35.03%     32.81%     16.87%  
                    01-2-3-456   54.76%     40.86%     35.83%     20.35%  
                    01-2-34-56   54.76%     35.72%     33.16%     17.30%  
                    0-1-2345-6   49.21%     38.67%     36.71%     19.95%  
                    0-12-345-6   49.21%     35.24%     31.64%     14.14%  
                    0-12-3-456   48.41%     41.08%     34.66%     17.62%  
                    0-12-34-56   48.41%     35.94%     31.99%     14.56%  
                    0-1-234-56   45.24%     36.64%     35.73%     18.25%  
                    0-1-23-456   42.86%     40.89%     38.33%     21.19%  
                    0-1-2-3456   41.27%     45.08%     39.82%     23.70%  


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-1-2-3456   41.27%     45.08%     39.82%     23.70%  
                    0-12-3-456   48.41%     41.08%     34.66%     17.62%  
                    0-1-23-456   42.86%     40.89%     38.33%     21.19%  
                    01-2-3-456   54.76%     40.86%     35.83%     20.35%  
                    0-1-2345-6   49.21%     38.67%     36.71%     19.95%  
                    0-1-234-56   45.24%     36.64%     35.73%     18.25%  
                    0-12-34-56   48.41%     35.94%     31.99%     14.56%  
                    01-23-4-56   58.73%     35.81%     33.86%     17.94%  
                    01-2-34-56   54.76%     35.72%     33.16%     17.30%  
                    0-12-345-6   49.21%     35.24%     31.64%     14.14%  
                    01-2-345-6   55.56%     35.03%     32.81%     16.87%  
                    012-3-4-56   68.25%     34.61%     28.77%     11.19%  
                    0-123-4-56   57.14%     34.22%     31.97%     14.14%  
                    01-23-45-6   58.73%     33.13%     32.53%     16.29%  
                    012-3-45-6   68.25%     31.93%     27.43%     9.54%   
                    01-234-5-6   61.90%     31.56%     31.36%     15.19%  
                    0-123-45-6   57.14%     31.54%     30.63%     12.49%  
                    0-1234-5-6   63.49%     29.67%     29.76%     10.15%  
                    012-34-5-6   69.05%     29.47%     26.20%     8.32%   
                    0123-4-5-6   77.78%     26.80%     25.07%     2.16%   


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-1-2-3456   41.27%     45.08%     39.82%     23.70%  
                    0-1-23-456   42.86%     40.89%     38.33%     21.19%  
                    0-1-2345-6   49.21%     38.67%     36.71%     19.95%  
                    01-2-3-456   54.76%     40.86%     35.83%     20.35%  
                    0-1-234-56   45.24%     36.64%     35.73%     18.25%  
                    0-12-3-456   48.41%     41.08%     34.66%     17.62%  
                    01-23-4-56   58.73%     35.81%     33.86%     17.94%  
                    01-2-34-56   54.76%     35.72%     33.16%     17.30%  
                    01-2-345-6   55.56%     35.03%     32.81%     16.87%  
                    01-23-45-6   58.73%     33.13%     32.53%     16.29%  
                    0-12-34-56   48.41%     35.94%     31.99%     14.56%  
                    0-123-4-56   57.14%     34.22%     31.97%     14.14%  
                    0-12-345-6   49.21%     35.24%     31.64%     14.14%  
                    01-234-5-6   61.90%     31.56%     31.36%     15.19%  
                    0-123-45-6   57.14%     31.54%     30.63%     12.49%  
                    0-1234-5-6   63.49%     29.67%     29.76%     10.15%  
                    012-3-4-56   68.25%     34.61%     28.77%     11.19%  
                    012-3-45-6   68.25%     31.93%     27.43%     9.54%   
                    012-34-5-6   69.05%     29.47%     26.20%     8.32%   
                    0123-4-5-6   77.78%     26.80%     25.07%     2.16%   


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                    0-1-2-3456   41.27%     45.08%     39.82%     23.70%  
                    0-1-23-456   42.86%     40.89%     38.33%     21.19%  
                    01-2-3-456   54.76%     40.86%     35.83%     20.35%  
                    0-1-2345-6   49.21%     38.67%     36.71%     19.95%  
                    0-1-234-56   45.24%     36.64%     35.73%     18.25%  
                    01-23-4-56   58.73%     35.81%     33.86%     17.94%  
                    0-12-3-456   48.41%     41.08%     34.66%     17.62%  
                    01-2-34-56   54.76%     35.72%     33.16%     17.30%  
                    01-2-345-6   55.56%     35.03%     32.81%     16.87%  
                    01-23-45-6   58.73%     33.13%     32.53%     16.29%  
                    01-234-5-6   61.90%     31.56%     31.36%     15.19%  
                    0-12-34-56   48.41%     35.94%     31.99%     14.56%  
                    0-123-4-56   57.14%     34.22%     31.97%     14.14%  
                    0-12-345-6   49.21%     35.24%     31.64%     14.14%  
                    0-123-45-6   57.14%     31.54%     30.63%     12.49%  
                    012-3-4-56   68.25%     34.61%     28.77%     11.19%  
                    0-1234-5-6   63.49%     29.67%     29.76%     10.15%  
                    012-3-45-6   68.25%     31.93%     27.43%     9.54%   
                    012-34-5-6   69.05%     29.47%     26.20%     8.32%   
                    0123-4-5-6   77.78%     26.80%     25.07%     2.16%   
