name,overall,average,f1,mcc
0123-4-5-6,0.7777777777777778,0.2680084745762712,0.25070701357466063,0.021565503443396354
012-34-5-6,0.6904761904761905,0.2947394296951819,0.2620232172470979,0.08320152554503145
012-3-4-56,0.6825396825396826,0.3461283185840708,0.2877176616915423,0.11193207265603453
012-3-45-6,0.6825396825396826,0.3193426042983565,0.27432480454868513,0.09535270002151292
0-1234-5-6,0.6349206349206349,0.29668615984405455,0.2975988700564972,0.10153855395333493
01-234-5-6,0.6190476190476191,0.3155684754521964,0.31362229102167183,0.1518807985583927
01-23-4-56,0.5873015873015873,0.3581031976744186,0.33864893211289093,0.17943767887178116
01-23-45-6,0.5873015873015873,0.3313174833887043,0.3252560749700338,0.16285830623725955
0-123-4-56,0.5714285714285714,0.3422110297110297,0.3197075569358178,0.14143398727554704
0-123-45-6,0.5714285714285714,0.3154253154253154,0.30631469979296067,0.12485461464102543
01-2-345-6,0.5555555555555556,0.3502906976744186,0.32813059434300035,0.168735650832948
01-2-3-456,0.5476190476190477,0.4086240310077519,0.3583053255257961,0.20352017933277353
01-2-34-56,0.5476190476190477,0.35723514211886304,0.3316028165652226,0.17295573935428038
0-1-2345-6,0.49206349206349204,0.3866676324303443,0.36707380845659643,0.19948594162078373
0-12-345-6,0.49206349206349204,0.3524440137812231,0.3164450354609929,0.14139768404371317
0-12-3-456,0.48412698412698413,0.4107773471145564,0.3466197666437886,0.17618221254353872
0-12-34-56,0.48412698412698413,0.3593884582256675,0.3199172576832151,0.14561777256504554
0-1-234-56,0.4523809523809524,0.366368487131199,0.35731031543052005,0.18249200795574724
0-1-23-456,0.42857142857142855,0.4089032093534212,0.38334502103786816,0.2118827811366258
0-1-2-3456,0.4126984126984127,0.4507701965329084,0.39816665796753486,0.2369839077925694
