R:A::C:P,0,1 2 3,4 5,6
0,0.3150684931506849,0.3287671232876712,0.2876712328767123,0.0684931506849315
1 2 3,0.17330677290836655,0.49203187250996017,0.22709163346613545,0.10756972111553785
4 5,0.14583333333333334,0.34375,0.375,0.13541666666666666
6,0.10909090909090909,0.4,0.33636363636363636,0.15454545454545454
