R:A::C:P,0,1,2 6,3,4 5
0,0.3230769230769231,0.1724137931034483,0.09722222222222222,0.08571428571428572,0.13043478260869565
1,0.5076923076923077,0.4827586206896552,0.4722222222222222,0.37142857142857144,0.43478260869565216
2 6,0.12307692307692308,0.3103448275862069,0.2777777777777778,0.3142857142857143,0.2608695652173913
3,0.0,0.034482758620689655,0.05555555555555555,0.11428571428571428,0.06521739130434782
4 5,0.046153846153846156,0.0,0.09722222222222222,0.11428571428571428,0.10869565217391304
