R:A::C:P,0,1 3 5,2 4 6
0,0.43243243243243246,0.36486486486486486,0.20270270270270271
1 3 5,0.21761658031088082,0.42487046632124353,0.35751295336787564
2 4 6,0.12990527740189445,0.4181326116373478,0.4519621109607578
