R:A::C:P,0,1,2 4,3 5 6
0,0.3939393939393939,0.21212121212121213,0.14705882352941177,0.07692307692307693
1,0.42424242424242425,0.6666666666666666,0.38235294117647056,0.38461538461538464
2 4,0.15151515151515152,0.12121212121212122,0.38235294117647056,0.34615384615384615
3 5 6,0.030303030303030304,0.0,0.08823529411764706,0.19230769230769232
