R:A::C:P,0 1 2 3,4 5,6
0 1 2 3,0.631578947368421,0.16194331983805668,0.10526315789473684
4 5,0.048582995951417005,0.020242914979757085,0.008097165991902834
6,0.020242914979757085,0.004048582995951417,0.0
