R:A::C:P,0 1,2 3,4 5 6
0 1,0.8484848484848485,0.43243243243243246,0.6086956521739131
2 3,0.12121212121212122,0.4594594594594595,0.30434782608695654
4 5 6,0.030303030303030304,0.10810810810810811,0.08695652173913043
