R:A::C:P,0 4,1,2 3 5 6
0 4,0.6037735849056604,0.09433962264150944,0.3018867924528302
1,0.40350877192982454,0.12280701754385964,0.47368421052631576
2 3 5 6,0.2125,0.125,0.6625
